"Source","Target","flights_count","flight_year"
"6GA8","KECP","3.0","2021"
"NZNE","NZGB","10.0","2021"
"KBOS","MA72","9.0","2021"
"LIMC","UKBB","7.0","2021"
"LSGG","LSGB","4.0","2021"
"4TE9","KT20","1.0","2021"
"EHLE","LEMU","1.0","2021"
"LFNT","LFLU","3.0","2021"
"XS11","TA75","1.0","2021"
"KNEL","KWWD","1.0","2021"
"24ME","KFRG","1.0","2021"
"KFDK","WV22","1.0","2021"
"21FA","KPDK","1.0","2021"
"45CN","45CN","1.0","2021"
"TXKF","KATL","3.0","2021"
"PANC","KAFW","3.0","2021"
"KRND","TE51","5.0","2021"
"KMDW","KSLC","8.0","2021"
"KPHL","KART","4.0","2021"
"LTFM","ULLI","10.0","2021"
"EGSJ","EGSM","1.0","2021"
"KSVH","KILG","1.0","2021"
"KBUY","KAFP","1.0","2021"
"LSZG","LSGL","3.0","2021"
"07FA","KMTH","1.0","2021"
"KFKR","IN39","1.0","2021"
"11IN","KIND","1.0","2021"
"KSNA","KBDN","1.0","2021"
"KDVT","KSQL","1.0","2021"
"EGKK","EDDB","4.0","2021"
"KSRQ","82PA","1.0","2021"
"MO11","KSTL","4.0","2021"
"KLAX","KCLE","4.0","2021"
"KHNZ","8NC8","1.0","2021"
"WI69","KUGN","1.0","2021"
"KPOC","KAPV","1.0","2021"
"KHVN","KAVL","1.0","2021"
"KTCY","25CL","2.0","2021"
"KUES","KJVL","9.0","2021"
"CYYZ","FL35","4.0","2021"
"CYKF","CYHS","1.0","2021"
"ID23","1ID3","1.0","2021"
"02FA","FA42","1.0","2021"
"NZMS","NZMS","13.0","2021"
"KGPI","KDEN","14.0","2021"
"KS36","0WA2","1.0","2021"
"UUEE","LEBL","3.0","2021"
"09CL","KPAO","2.0","2021"
"KSCH","KNY0","3.0","2021"
"CA76","KSEE","1.0","2021"
"EGCC","EGCN","1.0","2021"
"LIRF","LROP","2.0","2021"
"7IS2","2IL7","1.0","2021"
"KDEN","48CO","2.0","2021"
"ELLX","ESSA","2.0","2021"
"CT36","CT36","1.0","2021"
"70OK","KHOU","1.0","2021"
"EBMB","ZUCK","1.0","2021"
"KASH","21NH","3.0","2021"
"LDZA","EGLL","1.0","2021"
"KDFW","5XS5","1.0","2021"
"KVNY","KLAX","6.0","2021"
"EGHN","EGLP","1.0","2021"
"KVNC","K1J6","1.0","2021"
"KGRR","2MI5","2.0","2021"
"EDEW","EDFU","2.0","2021"
"KSEA","RJAK","1.0","2021"
"EPLL","LRBS","1.0","2021"
"KEWR","LIRF","3.0","2021"
"KJNX","2NC4","1.0","2021"
"KIND","KSBA","3.0","2021"
"TX03","KDTO","1.0","2021"
"KPTK","KVLL","2.0","2021"
"KHWD","KMCC","5.0","2021"
"KONT","KONT","2.0","2021"
"LLBG","LHBP","5.0","2021"
"KMCC","KMHR","3.0","2021"
"33OI","KPDC","1.0","2021"
"KJNX","KJQF","1.0","2021"
"KMJX","KHPN","1.0","2021"
"60AZ","KPHX","3.0","2021"
"KMCI","KORL","5.0","2021"
"KBWI","MD35","6.0","2021"
"KBTV","KSYR","1.0","2021"
"KDXR","CT11","1.0","2021"
"KDTS","KCHA","1.0","2021"
"36OK","FD35","1.0","2021"
"KADW","KVPS","1.0","2021"
"CYQG","AL16","1.0","2021"
"SDOX","SBGL","1.0","2021"
"34CD","CO07","1.0","2021"
"KSAT","TE62","4.0","2021"
"1FA9","FD39","1.0","2021"
"1VA9","4VG2","1.0","2021"
"EGSS","LEPA","3.0","2021"
"LFDP","LFDP","2.0","2021"
"LDZA","EKCH","4.0","2021"
"KPNS","KPGD","1.0","2021"
"KSEE","CA84","1.0","2021"
"LOWW","LFTW","1.0","2021"
"LJLJ","LTFM","1.0","2021"
"ULLI","LOWW","1.0","2021"
"19WA","KTMK","1.0","2021"
"LOLH","LOLH","4.0","2021"
"LEPA","LSZG","1.0","2021"
"KDTO","K61B","1.0","2021"
"K6K4","KRVS","1.0","2021"
"KFUL","KPRB","1.0","2021"
"KDEW","OA16","1.0","2021"
"KOZW","54MI","1.0","2021"
"KC83","KHWD","7.0","2021"
"64GA","79FD","1.0","2021"
"KJFK","RPLS","1.0","2021"
"EDLD","EDLD","1.0","2021"
"KN14","KCDW","1.0","2021"
"KO28","KMHR","1.0","2021"
"KPDK","K1A3","1.0","2021"
"KSRQ","4FL8","3.0","2021"
"KZPH","23FD","1.0","2021"
"KFXE","MYCC","1.0","2021"
"KONT","KBOI","3.0","2021"
"K41N","KHFY","1.0","2021"
"FL74","KDMW","1.0","2021"
"KSPG","KALB","1.0","2021"
"KSGR","KJKA","1.0","2021"
"NJ61","2NJ1","1.0","2021"
"KBLI","KAVQ","1.0","2021"
"K0W3","KOBI","1.0","2021"
"KGXY","9CO7","1.0","2021"
"KPHL","KPSM","1.0","2021"
"CYYC","CFT2","2.0","2021"
"KCTJ","KI68","1.0","2021"
"EICN","EIMY","1.0","2021"
"09CL","KLVK","1.0","2021"
"KTEX","KAPA","6.0","2021"
"KLUD","KHQZ","1.0","2021"
"KAAF","4GA0","1.0","2021"
"KGAI","KUKF","1.0","2021"
"9II8","KIND","1.0","2021"
"KIAH","LFPG","1.0","2021"
"KHAE","KSUS","2.0","2021"
"K0S9","WA95","1.0","2021"
"LFLB","LFOU","1.0","2021"
"5PA2","KWBW","1.0","2021"
"LSTZ","LSZF","1.0","2021"
"KDDH","KCDW","1.0","2021"
"PA02","KX51","1.0","2021"
"KIWA","4AZ0","1.0","2021"
"WIII","VIDP","1.0","2021"
"SC52","KLQK","1.0","2021"
"14NK","KHEF","1.0","2021"
"KPHX","KOPF","1.0","2021"
"KCRO","25CL","1.0","2021"
"KAVL","KLQK","1.0","2021"
"EGKK","LIRF","1.0","2021"
"K20N","VT12","1.0","2021"
"KBAZ","KGKY","1.0","2021"
"KANP","DE14","2.0","2021"
"MD09","KILG","1.0","2021"
"8NC2","K0A7","1.0","2021"
"KCLW","KPWA","1.0","2021"
"EGPT","EGPF","1.0","2021"
"KLAF","KPWK","2.0","2021"
"KMQS","MA72","1.0","2021"
"1VA9","KPNE","1.0","2021"
"EDPG","EDDP","1.0","2021"
"KPMP","FL66","1.0","2021"
"KPRB","KTVL","1.0","2021"
"SVPR","SVPW","1.0","2021"
"1PA3","KDYL","1.0","2021"
"KDAB","FL62","2.0","2021"
"KVNC","KPWK","1.0","2021"
"VA45","KCJR","1.0","2021"
"NZHN","NZMA","2.0","2021"
"18CL","KFAT","1.0","2021"
"EBLG","KHHR","1.0","2021"
"KSPI","KMCO","1.0","2021"
"KSYR","VT22","1.0","2021"
"CD28","KBDU","1.0","2021"
"EHEH","EGLF","1.0","2021"
"KSBY","KNHK","2.0","2021"
"51TE","KGLE","1.0","2021"
"EGSS","LEMG","1.0","2021"
"KJMR","KMSN","1.0","2021"
"KLNA","KMKE","1.0","2021"
"5NC3","KMRB","1.0","2021"
"KMAI","2FL0","1.0","2021"
"KSAT","KIND","1.0","2021"
"K5C1","KEDC","4.0","2021"
"KPGV","KATL","1.0","2021"
"EBLG","EDDK","1.0","2021"
"KHST","KMTH","1.0","2021"
"AA05","PABV","1.0","2021"
"LFQB","LIPX","1.0","2021"
"KAVP","KBOS","2.0","2021"
"KRVS","5OK9","1.0","2021"
"92PA","VA33","1.0","2021"
"EGBG","EGXT","1.0","2021"
"KMOR","KMGY","1.0","2021"
"KEEN","KHFD","1.0","2021"
"KPBI","KF69","1.0","2021"
"06FD","FL47","1.0","2021"
"8TX7","KEDC","1.0","2021"
"KJVY","3IN6","2.0","2021"
"YSWL","YSRI","1.0","2021"
"EGMD","EGKA","1.0","2021"
"EHAM","LIQL","1.0","2021"
"KLVK","9CL2","1.0","2021"
"SDVH","SDVH","1.0","2021"
"LIBD","LICZ","2.0","2021"
"95TA","KAUS","1.0","2021"
"K1L8","KPVU","1.0","2021"
"KAPC","KPOC","1.0","2021"
"KUDD","KYKM","2.0","2021"
"88VA","KHEF","1.0","2021"
"KDTO","KCLW","1.0","2021"
"KPGV","79NC","1.0","2021"
"KLDJ","KTTN","1.0","2021"
"TA93","4TX8","1.0","2021"
"KYNG","KDYL","1.0","2021"
"SC43","GA86","1.0","2021"
"52CO","KAFF","2.0","2021"
"KMBT","KRKW","1.0","2021"
"LSGG","LFKJ","1.0","2021"
"EIDW","EGKB","2.0","2021"
"LOLW","LOWZ","1.0","2021"
"SC72","KIAD","1.0","2021"
"KT82","KEDC","2.0","2021"
"8TN4","KTYS","1.0","2021"
"KT67","XS00","1.0","2021"
"KSAC","KSQL","1.0","2021"
"KILN","K9X1","1.0","2021"
"KFFC","KLUK","1.0","2021"
"CYYZ","KOMA","1.0","2021"
"2NC1","K3G3","1.0","2021"
"KFTY","EGLF","1.0","2021"
"OMSJ","EBBR","1.0","2021"
"40XS","KDTO","1.0","2021"
"KRDU","KPDK","2.0","2021"
"CT31","K3B0","1.0","2021"
"MS71","KHKS","1.0","2021"
"0WA1","74WT","1.0","2021"
"SC36","KCLT","1.0","2021"
"KBUR","34CO","1.0","2021"
"KSCH","KBDL","1.0","2021"
"4XS6","K5C1","1.0","2021"
"YPLI","YBCG","1.0","2021"
"KBNA","TN97","1.0","2021"
"KMDT","71ME","1.0","2021"
"KC83","KSBP","1.0","2021"
"OA05","KIND","1.0","2021"
"KHOU","5AR3","1.0","2021"
"KOXC","KRDU","1.0","2021"
"PS66","5PA9","1.0","2021"
"KFOK","KF45","1.0","2021"
"II18","KJWN","1.0","2021"
"K8T8","KCVB","1.0","2021"
"KVNC","KMLB","4.0","2021"
"KPUJ","29GA","1.0","2021"
"EDBJ","EDDB","1.0","2021"
"KEDG","MD31","1.0","2021"
"EGGD","EGFE","1.0","2021"
"KPWK","IN71","1.0","2021"
"MI50","KCEU","1.0","2021"
"KAGC","KOSU","1.0","2021"
"URKA","URWA","1.0","2021"
"KDTO","KSEA","1.0","2021"
"KMWC","KC47","1.0","2021"
"LFOQ","LFOT","1.0","2021"
"CSC3","CYRO","1.0","2021"
"KAFW","K1F4","1.0","2021"
"KGXY","CD09","1.0","2021"
"KFTY","KPNE","1.0","2021"
"8MD0","K2W5","1.0","2021"
"KPSM","98ME","1.0","2021"
"92KY","KLOU","1.0","2021"
"KORD","KFFT","12.0","2021"
"KSLC","KPDX","44.0","2021"
"KSAT","KDAL","68.0","2021"
"EGKB","EGLF","3.0","2021"
"OMDB","VGZR","25.0","2021"
"EBMB","LEBL","11.0","2021"
"KONT","KLAS","27.0","2021"
"MS90","MS41","1.0","2021"
"KHVN","3NJ6","1.0","2021"
"8KY6","KMCF","2.0","2021"
"EKRS","EKRS","3.0","2021"
"TX91","TX91","33.0","2021"
"KO32","KO61","1.0","2021"
"37AZ","KFFZ","8.0","2021"
"KSAN","KATL","27.0","2021"
"KFLL","KHPN","24.0","2021"
"LEPA","LEMG","8.0","2021"
"EDDB","OTHH","4.0","2021"
"KCMH","K9X1","4.0","2021"
"LL22","84IL","1.0","2021"
"KMCO","KLAS","19.0","2021"
"66NC","KRDU","10.0","2021"
"KCXY","KBED","1.0","2021"
"KTUL","KK19","1.0","2021"
"KFSD","KTNU","1.0","2021"
"06FD","8FL0","2.0","2021"
"25CA","KMYF","1.0","2021"
"LSMD","LSPF","3.0","2021"
"LEMG","EIDW","4.0","2021"
"KMDT","KFWQ","1.0","2021"
"KTUL","KSLG","1.0","2021"
"KRAL","KPOC","4.0","2021"
"KISP","KISP","229.0","2021"
"KDEN","4CO2","1.0","2021"
"KPBI","KPWK","4.0","2021"
"LEMG","LFPO","4.0","2021"
"KHND","KMYF","3.0","2021"
"3OK1","KPWA","1.0","2021"
"EDDP","LOWL","4.0","2021"
"KDFW","KCMH","29.0","2021"
"KAUS","KOUN","1.0","2021"
"VT52","VT52","8.0","2021"
"ENBO","ENTC","62.0","2021"
"CYOW","CYYZ","30.0","2021"
"UKBB","LCLK","1.0","2021"
"KDAL","AL40","14.0","2021"
"K6G0","KCLT","5.0","2021"
"KSFO","RCTP","25.0","2021"
"KORD","KFTG","14.0","2021"
"KMMU","KACY","2.0","2021"
"KDFW","KMCF","10.0","2021"
"KC16","KC16","13.0","2021"
"KGRR","KGRR","6.0","2021"
"KCLT","KOWD","2.0","2021"
"RCTP","RJFF","13.0","2021"
"8KY6","EBBR","9.0","2021"
"KBNA","AL16","9.0","2021"
"PAEN","PABV","1.0","2021"
"LFBF","LFBF","7.0","2021"
"KVNC","FA37","1.0","2021"
"6TA7","KE98","1.0","2021"
"KTEB","KUUU","1.0","2021"
"KCEU","KTMB","1.0","2021"
"TS02","KADS","1.0","2021"
"KBED","KOPF","5.0","2021"
"2WS2","KRGK","1.0","2021"
"28LL","K2M2","1.0","2021"
"CLC2","CPN8","5.0","2021"
"KBTF","KDEN","2.0","2021"
"KX40","47FL","1.0","2021"
"NH40","KPSM","1.0","2021"
"75MI","KPTK","2.0","2021"
"KSFB","KX40","5.0","2021"
"KEWB","KCON","2.0","2021"
"CHD4","CYFD","1.0","2021"
"PAMR","8AK6","5.0","2021"
"71OK","OK79","3.0","2021"
"KAPF","23FL","2.0","2021"
"KPHL","7IS2","1.0","2021"
"KRWI","KRDU","3.0","2021"
"KDVT","KSDL","6.0","2021"
"YPAD","YBMC","7.0","2021"
"XS39","KAUS","7.0","2021"
"YSWG","YSWG","55.0","2021"
"YMEN","YMEN","32.0","2021"
"KSAC","01CL","1.0","2021"
"EGSS","EGJB","2.0","2021"
"YMHB","YSSY","10.0","2021"
"KVIS","KFCH","2.0","2021"
"KSEE","KHMT","9.0","2021"
"KHEF","KPVD","1.0","2021"
"KRBD","74XA","4.0","2021"
"95FD","00FL","1.0","2021"
"KORD","KABQ","18.0","2021"
"KOPF","KBKV","1.0","2021"
"KSAC","KAUN","3.0","2021"
"KRDU","KBCT","2.0","2021"
"KXFL","KHWO","3.0","2021"
"64CL","KSJC","1.0","2021"
"KLXY","KGPM","5.0","2021"
"9WI5","K06C","1.0","2021"
"EDAB","EDCJ","1.0","2021"
"EINN","K9X1","1.0","2021"
"98TN","TN44","1.0","2021"
"KBOI","KMLE","1.0","2021"
"MD14","KBWI","1.0","2021"
"KDVT","KCNO","2.0","2021"
"KCEU","KEQY","1.0","2021"
"KORD","KN96","1.0","2021"
"KSPI","KORD","7.0","2021"
"EGCT","EGCV","1.0","2021"
"KBFM","KPDK","1.0","2021"
"KSJC","KL73","1.0","2021"
"LHBP","EBCI","3.0","2021"
"EBMB","UKKK","1.0","2021"
"LIRA","LOWI","2.0","2021"
"58FD","4FL3","1.0","2021"
"KLAF","KJQF","1.0","2021"
"KPSP","45CN","1.0","2021"
"EDTL","LFPB","1.0","2021"
"KDTW","K9X1","12.0","2021"
"NZMZ","NZAA","4.0","2021"
"KLAX","KOKC","7.0","2021"
"KFMY","KX60","2.0","2021"
"EGGW","UAAA","1.0","2021"
"7PN0","KN13","1.0","2021"
"MS22","AR01","1.0","2021"
"LIBD","LIBD","3.0","2021"
"EFHK","LIMC","2.0","2021"
"EGLL","MMSM","1.0","2021"
"68CL","KSDL","1.0","2021"
"KPDX","2OR4","1.0","2021"
"EDMK","EDJA","1.0","2021"
"KAPF","KSDF","2.0","2021"
"KHRJ","KRDU","2.0","2021"
"EHBK","LEAL","1.0","2021"
"WBSB","EGLL","1.0","2021"
"85GA","KMNV","1.0","2021"
"KRYN","KPVU","1.0","2021"
"KTYS","01SC","1.0","2021"
"KOKC","KSEA","10.0","2021"
"FD90","K79J","1.0","2021"
"KOAK","KEWR","3.0","2021"
"KJQF","KLKR","1.0","2021"
"KFUL","KHMT","1.0","2021"
"KAUS","0VA8","1.0","2021"
"YBMC","YSCB","5.0","2021"
"FL74","70FA","6.0","2021"
"KF45","KFXE","3.0","2021"
"K1K4","KOUN","2.0","2021"
"KCLT","KACZ","2.0","2021"
"KDVT","60AZ","1.0","2021"
"KDKX","SC34","1.0","2021"
"KBKL","KMDW","2.0","2021"
"KPDK","K9A1","11.0","2021"
"EKHO","EKHO","5.0","2021"
"12TS","KAFW","1.0","2021"
"EDNY","EDDB","1.0","2021"
"KLQK","SC82","1.0","2021"
"K8A1","KDCU","1.0","2021"
"KPMP","7FL6","1.0","2021"
"KHGR","KDMW","1.0","2021"
"LFQN","LFQN","1.0","2021"
"KDCA","KFLL","19.0","2021"
"KFTG","KIND","1.0","2021"
"EPWA","EGKK","1.0","2021"
"KASH","KLCI","4.0","2021"
"KSCK","4IL3","1.0","2021"
"KDVT","KO27","1.0","2021"
"LSZG","LSZV","1.0","2021"
"KJKA","KOKC","1.0","2021"
"KYIP","KRBD","1.0","2021"
"KDPA","MN24","3.0","2021"
"KS21","3OR8","2.0","2021"
"KEWB","KLNS","1.0","2021"
"KMJX","NJ20","1.0","2021"
"KBNA","KM33","8.0","2021"
"KAPA","MI58","1.0","2021"
"KLVK","0CA4","1.0","2021"
"KMFD","KLOU","1.0","2021"
"LFPG","KPHL","1.0","2021"
"ETNT","ETNJ","1.0","2021"
"KDED","KX60","1.0","2021"
"KAGC","KSNA","1.0","2021"
"KPWA","OK72","4.0","2021"
"KMSP","MN32","1.0","2021"
"OR85","K7S5","1.0","2021"
"84NY","84NY","5.0","2021"
"0FL0","KFMY","2.0","2021"
"KFOK","KW32","1.0","2021"
"EKCH","LTFM","5.0","2021"
"KFTG","6NJ9","1.0","2021"
"KBTV","KCLT","2.0","2021"
"KMGE","KMIA","1.0","2021"
"9PS2","11PN","1.0","2021"
"KVDF","NC03","1.0","2021"
"49NY","KMMU","1.0","2021"
"LOWG","LOXZ","1.0","2021"
"KOPF","82VA","1.0","2021"
"7NC8","NC00","1.0","2021"
"KBDR","FD15","1.0","2021"
"KJWN","KDTS","1.0","2021"
"KIND","66IN","1.0","2021"
"KORL","KBVY","1.0","2021"
"K2R4","55FD","3.0","2021"
"KSMX","KLHM","1.0","2021"
"KMQS","CYHM","1.0","2021"
"OK25","KEND","1.0","2021"
"NY51","KSCH","1.0","2021"
"LSZH","EDVY","1.0","2021"
"KMDW","MMUN","7.0","2021"
"EDDK","EGLL","2.0","2021"
"NZPP","NZMT","1.0","2021"
"LFDP","LSGG","1.0","2021"
"KISM","KBCT","1.0","2021"
"LILR","LILR","1.0","2021"
"EGNR","EGTK","2.0","2021"
"KEWR","CYUL","14.0","2021"
"73MU","7MO1","1.0","2021"
"PA58","KCGE","1.0","2021"
"KRYY","KOMN","1.0","2021"
"KT74","XA12","1.0","2021"
"SKBO","KORL","3.0","2021"
"3AK4","9AK3","1.0","2021"
"KC83","KSJC","2.0","2021"
"KRFD","KOSU","1.0","2021"
"KORD","KMCW","3.0","2021"
"KSTS","KRDU","1.0","2021"
"KPHL","49OH","1.0","2021"
"77OH","KI69","5.0","2021"
"KMCF","FD20","1.0","2021"
"LEZL","LFPG","2.0","2021"
"AL78","KOPF","1.0","2021"
"KMQJ","KUMP","1.0","2021"
"KRYW","XA12","1.0","2021"
"KDVT","KP52","2.0","2021"
"KPWK","KBNA","5.0","2021"
"2NY9","38NY","1.0","2021"
"KGED","KACY","1.0","2021"
"KOCF","KVNC","3.0","2021"
"NH17","KBED","1.0","2021"
"KPDK","K3J7","2.0","2021"
"KX39","FA24","1.0","2021"
"EDXQ","EDXQ","3.0","2021"
"KFXE","SEQM","1.0","2021"
"KHHR","KOAK","2.0","2021"
"KTNT","KX51","1.0","2021"
"EDBM","EDOC","3.0","2021"
"KM99","KM78","2.0","2021"
"91IN","KBMG","1.0","2021"
"8KY3","KBRY","1.0","2021"
"LIPN","LIPE","2.0","2021"
"KDEN","2IL3","3.0","2021"
"KLHQ","KRYY","1.0","2021"
"K88R","TX92","1.0","2021"
"CO55","KBJC","2.0","2021"
"K8N8","7PN0","2.0","2021"
"41TS","KADS","2.0","2021"
"KPHL","KFRG","2.0","2021"
"SBCX","SBKP","2.0","2021"
"KHMT","KSEE","10.0","2021"
"KHNB","KUMP","1.0","2021"
"WA68","WA68","1.0","2021"
"CNY3","CYKZ","1.0","2021"
"KCEW","II49","1.0","2021"
"NC40","NC40","2.0","2021"
"KEFD","KGYH","1.0","2021"
"16FD","78FL","1.0","2021"
"7PS7","03PS","1.0","2021"
"KCBF","1IA6","1.0","2021"
"KOZW","KTEW","2.0","2021"
"KPHX","KCMA","1.0","2021"
"KHVN","KHWV","1.0","2021"
"KRCM","KRCM","3.0","2021"
"KCLW","KNY2","1.0","2021"
"KYKM","WA97","2.0","2021"
"KDPA","4LL8","1.0","2021"
"KGAI","4WV4","1.0","2021"
"UUEE","LIMC","5.0","2021"
"KLHM","KCCR","3.0","2021"
"KBTP","0PN0","1.0","2021"
"4MD3","KPNE","1.0","2021"
"KCLW","KATW","3.0","2021"
"KGPM","11TE","1.0","2021"
"KBDL","KAPG","1.0","2021"
"KBNA","KBOI","1.0","2021"
"KHWD","KLAX","1.0","2021"
"KRDG","KISM","1.0","2021"
"KFFZ","16AZ","2.0","2021"
"KSBM","KUNU","1.0","2021"
"50TA","7TS2","1.0","2021"
"0NK8","41NY","1.0","2021"
"KLVK","KRHV","6.0","2021"
"LFCR","LFNL","1.0","2021"
"KPIE","KRDU","1.0","2021"
"LIRA","GABS","1.0","2021"
"K3N6","KPYM","2.0","2021"
"LOWL","LSZR","1.0","2021"
"KHVN","MA72","2.0","2021"
"KTYQ","KT67","1.0","2021"
"KBFM","SC43","1.0","2021"
"KCHA","KMBO","1.0","2021"
"LOXN","LOXZ","1.0","2021"
"KLVN","MN49","2.0","2021"
"NJ60","KBLM","2.0","2021"
"KCHA","KDPA","1.0","2021"
"LILE","LIMJ","1.0","2021"
"KABE","K47N","1.0","2021"
"KDFW","FA26","1.0","2021"
"KAPC","KPAO","5.0","2021"
"KFDK","KSAN","1.0","2021"
"LILH","LIRV","1.0","2021"
"WA58","WN35","1.0","2021"
"LIMF","KAUS","1.0","2021"
"63PA","KMKC","1.0","2021"
"17CO","CO98","1.0","2021"
"KLBE","19PA","1.0","2021"
"KIAG","KILG","1.0","2021"
"KFMY","4FL8","1.0","2021"
"17TX","TX82","1.0","2021"
"CN99","CN99","1.0","2021"
"KEZS","4WI6","1.0","2021"
"TX09","72TS","1.0","2021"
"TS89","TS63","1.0","2021"
"KN03","2NK1","1.0","2021"
"KAPA","89CO","1.0","2021"
"EDLN","EDDE","1.0","2021"
"KRVS","TS63","1.0","2021"
"KFXE","KIWA","1.0","2021"
"NC03","67NC","1.0","2021"
"KSMQ","0NJ5","1.0","2021"
"83FD","KLAL","1.0","2021"
"KX40","7FL6","1.0","2021"
"57OI","KOSU","1.0","2021"
"MI47","K8G1","1.0","2021"
"KTOC","66FD","1.0","2021"
"LIML","LEPA","1.0","2021"
"KEWB","KN12","1.0","2021"
"YCNK","YSTW","1.0","2021"
"KPSP","KRIR","1.0","2021"
"KDTW","KRFD","3.0","2021"
"KROC","KMMU","1.0","2021"
"KMCO","8KY6","1.0","2021"
"NC86","KEYF","1.0","2021"
"KDSM","KIWA","1.0","2021"
"KMVY","CT09","1.0","2021"
"KAVL","67NJ","1.0","2021"
"EPGD","LIME","1.0","2021"
"KSMF","KHWD","2.0","2021"
"NK43","KFRG","1.0","2021"
"KBUF","NY96","1.0","2021"
"KFTW","KCHU","1.0","2021"
"42NC","00NC","1.0","2021"
"11II","K7L8","2.0","2021"
"NH40","KHIE","1.0","2021"
"KMHR","KL73","1.0","2021"
"KBID","KSFZ","1.0","2021"
"KL73","KMCC","1.0","2021"
"LIMF","LFPT","1.0","2021"
"78NC","78NC","2.0","2021"
"LSZB","LSME","2.0","2021"
"YMPC","YBDG","1.0","2021"
"KO69","K2O3","2.0","2021"
"KT82","KCRP","1.0","2021"
"AZ67","KRYN","3.0","2021"
"00CL","KSCK","1.0","2021"
"KRND","TE63","1.0","2021"
"4IL3","93LL","1.0","2021"
"YCDR","YCAB","1.0","2021"
"LOAU","LOAU","4.0","2021"
"KEQY","2NC7","1.0","2021"
"KAVQ","60AZ","1.0","2021"
"MY47","4MN0","1.0","2021"
"KGYH","4SC4","1.0","2021"
"KMTO","II26","1.0","2021"
"KFCH","KVCB","1.0","2021"
"K5A9","2GA9","1.0","2021"
"KPDK","GA93","1.0","2021"
"KCKA","KCKA","1.0","2021"
"LEBL","LOWS","1.0","2021"
"K77S","KVUO","1.0","2021"
"MN87","KPWK","1.0","2021"
"KOAR","KPHX","1.0","2021"
"6CO4","KPHL","1.0","2021"
"XS55","9XS1","1.0","2021"
"ESSD","ESVG","1.0","2021"
"OR27","67OR","1.0","2021"
"YMIG","YSCN","1.0","2021"
"KJWN","KDED","1.0","2021"
"KCLW","KYIP","1.0","2021"
"KSAN","KNFG","1.0","2021"
"0TN5","GA98","1.0","2021"
"PA84","KMRB","1.0","2021"
"EDNY","EDDL","1.0","2021"
"KIMM","FA37","1.0","2021"
"KCLT","K5W5","1.0","2021"
"KIWA","4TX8","1.0","2021"
"6OK8","KTIK","1.0","2021"
"DE14","KMTN","1.0","2021"
"FL97","KVNC","1.0","2021"
"KSRQ","FA44","1.0","2021"
"21FA","KMKY","1.0","2021"
"KBUF","KFTY","1.0","2021"
"CPR3","CYFD","1.0","2021"
"KTUL","6GA8","1.0","2021"
"ETSA","EDNX","1.0","2021"
"ELLX","LFGC","1.0","2021"
"PN99","KAXQ","1.0","2021"
"KPOU","KAPF","1.0","2021"
"KSDM","KEMT","1.0","2021"
"KRWI","KTOC","1.0","2021"
"KASH","KCXY","1.0","2021"
"CT43","RI11","1.0","2021"
"KC29","KJVL","1.0","2021"
"KRDG","PA43","3.0","2021"
"KAUN","35CN","1.0","2021"
"7NC5","00NC","1.0","2021"
"KMRY","KMRY","1.0","2021"
"KVPC","KI69","1.0","2021"
"LDPN","LSZH","1.0","2021"
"YEVD","YSSY","1.0","2021"
"05IA","05IA","1.0","2021"
"SBGR","EBBR","1.0","2021"
"XA86","4TX8","1.0","2021"
"YKAT","YSRI","1.0","2021"
"KREI","KUDD","1.0","2021"
"K00V","KAPA","8.0","2021"
"TJFA","TJIG","5.0","2021"
"KLAX","KBOS","40.0","2021"
"KLCI","KCON","8.0","2021"
"KOLM","KPSP","1.0","2021"
"LPPT","LEMD","41.0","2021"
"EDTX","LESB","1.0","2021"
"TJSJ","KVDF","6.0","2021"
"LL22","KHSV","1.0","2021"
"20NY","NY96","1.0","2021"
"KIPJ","KTTA","1.0","2021"
"UKLL","LHBP","1.0","2021"
"KDFW","KLGA","62.0","2021"
"00FL","8FD5","1.0","2021"
"EKCH","EGNX","3.0","2021"
"KBDL","KROC","6.0","2021"
"KMDW","KMIA","25.0","2021"
"KRFD","KPHL","6.0","2021"
"KDEN","KBOS","36.0","2021"
"K14A","K14A","39.0","2021"
"KNFW","KT67","1.0","2021"
"KPIE","KBKL","2.0","2021"
"KOAK","KIND","12.0","2021"
"OTHH","LTAC","4.0","2021"
"KCCB","KSBA","2.0","2021"
"KVPS","KVPS","14.0","2021"
"K1G4","KDVT","9.0","2021"
"YMMB","YLOY","4.0","2021"
"KTEB","FD15","12.0","2021"
"EDTF","LSZM","5.0","2021"
"KAVQ","KE25","2.0","2021"
"YBBN","YMYB","11.0","2021"
"21FA","FD20","1.0","2021"
"GA53","GA53","1.0","2021"
"KBCT","KTMB","4.0","2021"
"KATL","KDFW","114.0","2021"
"LTAC","LTFE","10.0","2021"
"KBOS","KDAL","1.0","2021"
"8TX7","SBGR","5.0","2021"
"OERK","OBBI","11.0","2021"
"KIWA","37AZ","12.0","2021"
"KLGA","FD38","4.0","2021"
"KPDK","K7A5","1.0","2021"
"KMBT","KDKX","1.0","2021"
"KDEN","CYYC","7.0","2021"
"KBNA","KDTW","41.0","2021"
"LTFM","ESSA","9.0","2021"
"KLAS","KEYE","5.0","2021"
"K7G0","84NY","1.0","2021"
"KLAS","KSDL","29.0","2021"
"UUDD","LIRF","1.0","2021"
"KPTK","KILG","1.0","2021"
